,City,latitude,longitude
218,Kariat Arekmane,35.10416666666667,-2.7344444444444447
219,Kassita,34.89,-3.7280555555555557
220,Kerouna,35.1175,-3.643333333333333
221,Laatamna,,
222,Madagh,,
223,Midar,34.95,-3.533333333333333
224,Nador,35.166666666666664,-2.9333333333333336
225,Naima,,
226,Oued Heimer,34.455000000000005,-1.902222222222222
227,Oujda,34.689166666666665,-1.9113888888888888
228,Ras El Ma,,
229,Saidia,35.085,-2.2391666666666667
230,Selouane,35.06666666666667,-2.9333333333333336
231,Sidi Boubker,,
232,Sidi Slimane Echcharaa,,
233,Talsint,32.53972222222222,-3.4408333333333334
234,Taourirt,,
235,Tendrara,33.05,-2.0
236,Tiztoutine,34.983333333333334,-3.15
237,Touima,,
238,Touissit,34.46666666666667,-1.7666666666666666
239,Zaio,,
240,Zeghanghane,35.15,-3.0
241,Rabat,34.03333333333333,-6.833333333333333
242,Sale,34.03333333333333,-6.8
243,Ain El Aouda,33.81111111111111,-6.792222222222222
244,Harhoura,,
245,Khemisset,33.81666666666667,-6.066666666666666
246,Oulmes,,
247,Rommani,33.53333333333333,-6.616666666666667
248,Sidi Allal El Bahraoui,33.98305555555556,-6.416944444444445
249,Sidi Bouknadel,,
250,Skhirate,,
251,Tamesna,,
252,Temara,33.92666666666666,-6.912222222222223
253,Tiddas,,
254,Tiflet,33.893055555555556,-6.3069444444444445
255,Touarga,,
256,Agadir,30.433333333333334,-9.6
257,Agdz,30.697777777777777,-6.449722222222222
258,Agni Izimmer,,
259,Ait Melloul,30.334166666666665,-9.497222222222222
260,Alnif,31.116666666666667,-5.166666666666667
261,Anzi,,
262,Aoulouz,30.7,-8.15
263,Aourir,30.483333333333334,-9.633333333333333
264,Arazane,30.5,-8.6
265,Ait Baha,30.033333333333335,-9.066666666666666
266,Ait Iaaza,,
267,Ait Yalla,,
268,Ben Sergao,,
269,Biougra,30.214444444444442,-9.370833333333334
270,Boumalne-Dades,,
271,Dcheira El Jihadia,30.372777777777777,-9.53888888888889
272,Drargua,30.383333333333333,-9.483333333333333
273,El Guerdane,29.65,-7.95
274,Harte Lyamine,,
275,Ida Ougnidif,29.861666666666668,-9.007777777777777
276,Ifri,,
277,Igdamen,,
278,Ighil n'Oumgoun,,
279,Imassine,,
280,Inezgane,30.365833333333335,-9.538055555555555
281,Irherm,0.0875,-8.459722222222222
282,Kelaat-M'Gouna,,
283,Lakhsas,29.411944444444444,-9.726111111111111
284,Lakhsass,,
285,Lqliaa,30.290833333333335,-9.466111111111111
286,M'semrir,,
287,Massa (Maroc),,
288,Megousse,,
289,Ouarzazate,30.916666666666668,-6.916666666666667
290,Oulad Berhil,30.640833333333333,-8.475
291,Oulad Teima,,
292,Sarghine,,
293,Sidi Ifni,29.383333333333333,-10.166666666666666
294,Skoura,31.060555555555556,-6.555555555555555
295,Tabounte,30.88,-6.91
296,Tafraout,29.716666666666665,-8.966666666666667
297,Taghzout,,
298,Tagzen,,
299,Taliouine,30.532777777777778,-7.9255555555555555
300,Tamegroute,30.266666666666666,-5.666666666666667
301,Tamraght,,
302,Tanoumrite Nkob Zagora,,
303,Taourirt ait zaghar,,
304,Taroudannt,30.47099722222222,-8.880600000000001
305,Temsia,30.360000000000003,-9.41388888888889
306,Tifnit,,
307,Tisgdal,,
308,Tiznit,29.716666666666665,-9.716666666666667
309,Toundoute,31.266666666666666,-6.583333333333333
310,Zagora,,
311,Afourar,32.21666666666667,-6.5
312,Aghbala,32.483333333333334,-5.633333333333333
313,Azilal,31.966944444444444,-6.569444444444445
314,Ait Majden,,
315,Beni Ayat,,
316,Beni Mellal,32.339444444444446,-6.360833333333333
317,Bin elouidane,,
318,Bradia,32.43333333333333,-6.533333333333333
319,Bzou,32.083333333333336,-7.05
320,Dar Oulad Zidouh,32.31666666666667,-6.9
321,Demnate,31.731111111111108,-7.036111111111111
322,Dra'a,,
323,El Ksiba,32.56805555555556,-6.030833333333334
324,Foum Jamaa,31.96,-6.98
325,Fquih Ben Salah,32.5,-6.533333333333333
326,Kasba Tadla,32.6,-6.266666666666667
327,Ouaouizeght,32.16,-6.35
328,Oulad Ayad,32.416666666666664,-7.1
329,Oulad M'Barek,32.27777777777778,-6.454166666666667
330,Oulad Yaich,32.416666666666664,-6.333333333333333
331,Sidi Jaber,32.38333333333333,-6.416666666666667
332,Souk Sebt Oulad Nemma,32.29472222222222,-6.700833333333334
333,Zaouiat Cheikh,,
334,Tanger,35.766666666666666,-5.8
335,Tetouan,35.56666666666667,-5.366666666666666
336,Akchour,,
337,Assilah,35.46666666666667,-6.033333333333333
338,Bab Berred,34.983333333333334,-4.916666666666667
339,Bab Taza,35.06388888888888,-5.202500000000001
340,Brikcha,34.96666666666667,-5.583333333333333
341,Chefchaouen,35.171388888888885,-5.269722222222222
342,Dar Bni Karrich,,
343,Dar Chaoui,,
344,Fnideq,35.85,-5.35
345,Gueznaia,,
346,Jebha,,
347,Karia,-0.43333333333333335,37.38333333333333
348,Khemis Sahel,,
349,Ksar El Kebir,,
350,Larache,35.18333333333333,-6.15
351,M'diq,35.68583333333333,-5.325277777777777
352,Martil,35.61666666666667,-5.266666666666667
353,Moqrisset,34.91,-5.35361111111111
354,Oued Laou,35.45,-5.083333333333333
355,Oued Rmel,,
356,Ouazzane,34.8,-5.583333333333333
357,Point Cires,35.91027777777778,-5.4816666666666665
358,Sidi Lyamani,,
359,Sidi Mohamed ben Abdallah el-Raisuni,,
360,Zinat,35.43333333333333,-5.4
361,Ajdir,35.2,-3.9166666666666665
362,Aknoul,34.65,-3.8666666666666667
363,Al Hoceima,35.24722222222222,-3.9322222222222223
364,Ait Hichem,,
365,Bni Bouayach,35.09861111111111,-3.8397222222222225
366,Bni Hadifa,35.022777777777776,-4.140833333333334
367,Ghafsai,35.022777777777776,-4.140833333333334
368,Guercif,34.233333333333334,-3.3666666666666667
369,Imzouren,35.15,-3.85
370,Inahnahen,,
371,Issaguen (Ketama),,
372,Karia (El Jadida),,
373,Karia Ba Mohamed,34.36666666666667,-5.2
374,Oued Amlil,34.2,-4.283333333333333
375,Oulad Zbair,34.28333333333333,-4.316666666666666
376,Tahla,,
377,Tala Tazegwaght,,
378,Tamassint,35.073888888888895,-3.96
379,Taounate,34.53583333333333,-4.64
380,Targuist,34.95,-4.3
381,Taza,34.21666666666667,-4.016666666666667
382,Tainaste,,
383,Thar Es-Souk,,
384,Tissa,,
385,Tizi Ouasli,34.7625,-3.7952777777777778
386,Laayoune,27.15361111111111,-13.203333333333333
387,El Marsa,,
388,Tarfaya,27.939444444444444,-12.92611111111111
389,Boujdour,26.133333333333333,-14.5
390,Awsard,22.53638888888889,-14.285833333333333
391,Oued-Eddahab,,
392,Stehat,,
393,Ait Attab,,
